date,location_key,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,death_rate,recover_rate
2022-04-26,AR_J_056,4190,56,,10507,0.013365155131264916,
2022-04-26,AR_J_063,1650,12,,4517,0.007272727272727273,
2022-04-30,AR_J_070,10610,82,,28865,0.007728557964184732,
2022-04-30,AR_J_077,26235,226,,74584,0.008614446350295407,
2022-04-30,AR_J_084,20606,148,,65217,0.007182374065806076,
2022-04-26,AR_J_091,1907,8,,4713,0.004195070791819612,
2022-04-30,AR_J_098,11822,95,,37208,0.008035865335814582,
2022-04-29,AR_J_105,3070,33,,8234,0.010749185667752443,
2022-04-21,AR_J_112,1004,4,,2442,0.00398406374501992,
2022-04-23,AR_J_119,1510,23,,4461,0.015231788079470199,
2022-04-26,AR_J_126,2098,32,,5263,0.015252621544327931,
2022-04-25,AR_J_133,959,7,,2600,0.0072992700729927005,
2022-04-30,AR_K,86459,768,,269479,0.008882823072207635,
2022-04-29,AR_K_007,1278,9,,3946,0.007042253521126761,
2022-04-27,AR_K_014,270,4,,883,0.014814814814814815,
2022-04-30,AR_K_021,3895,59,,15110,0.015147625160462131,
2022-04-27,AR_K_028,397,4,,2234,0.010075566750629723,
2022-04-30,AR_K_035,2540,42,,10796,0.01653543307086614,
2022-04-27,AR_K_042,3345,41,,9947,0.012257100149476832,
2022-04-30,AR_K_049,46723,375,,145194,0.008026025726087793,
2022-04-23,AR_K_056,368,6,,989,0.016304347826086956,
2022-04-28,AR_K_063,3477,18,,11251,0.005176876617773943,
2022-04-30,AR_K_070,4090,43,,8507,0.010513447432762836,
2022-04-23,AR_K_077,592,7,,2124,0.011824324324324325,
2022-04-30,AR_K_084,2581,14,,8244,0.005424254165052305,
2022-04-30,AR_K_091,5639,51,,13918,0.009044156765383933,
2022-04-27,AR_K_098,1314,22,,5211,0.0167427701674277,
2022-04-29,AR_K_105,1093,27,,4052,0.024702653247941447,
2022-04-29,AR_K_112,8704,45,,26572,0.005170036764705882,
2022-04-30,AR_L,106359,1157,,337920,0.01087825195799133,
2022-04-26,AR_L_007,3052,42,,7438,0.013761467889908258,
2022-04-29,AR_L_014,758,11,,1907,0.014511873350923483,
2022-04-30,AR_L_021,39565,314,,129943,0.007936307342348035,
2022-04-26,AR_L_028,2561,16,,7527,0.006247559547051933,
2022-04-27,AR_L_035,4550,65,,13919,0.014285714285714285,
2022-04-09,AR_L_042,138,1,,423,0.007246376811594203,
2022-04-09,AR_L_049,661,11,,1653,0.01664145234493192,
2022-04-28,AR_L_056,2216,63,,7597,0.028429602888086644,
2022-04-30,AR_L_070,2216,33,,6074,0.014891696750902527,
2022-04-29,AR_L_077,1840,32,,6147,0.017391304347826087,
2022-04-26,AR_L_098,2936,37,,8955,0.012602179836512262,
2022-04-30,AR_L_105,21137,240,,68365,0.011354496853858163,
2022-04-28,AR_L_112,2873,52,,6407,0.01809954751131222,
2022-04-29,AR_L_119,2263,27,,7217,0.011931064958020326,
2022-04-29,AR_L_126,3028,29,,8858,0.009577278731836196,
2022-04-30,AR_L_133,5083,62,,18534,0.012197521148927798,
2022-04-29,AR_L_140,5515,35,,16860,0.006346328195829556,
2022-04-26,AR_L_147,1729,21,,5267,0.012145748987854251,
2022-04-30,AR_L_154,3875,60,,13942,0.015483870967741935,
2022-04-30,AR_M,269398,4950,,750947,0.018374301219756643,
2022-04-30,AR_M_007,19932,350,,64873,0.017559702990166567,
2022-04-29,AR_M_014,9072,202,,20957,0.0222663139329806,
2022-04-30,AR_M_021,30869,556,,91856,0.018011597395445268,
2022-04-30,AR_M_028,40009,840,,113812,0.02099527606288585,
2022-04-30,AR_M_035,5253,91,,13456,0.017323434228060156,
2022-04-27,AR_M_042,1314,21,,3528,0.01598173515981735,
2022-04-30,AR_M_049,30703,469,,89679,0.015275380256001041,
2022-04-29,AR_M_056,3971,96,,11648,0.024175270712666834,
2022-04-30,AR_M_063,22473,244,,63022,0.010857473412539492,
2022-04-30,AR_M_070,27952,433,,76047,0.01549084144247281,
2022-04-30,AR_M_077,3780,54,,7484,0.014285714285714285,
2022-04-30,AR_M_084,7445,132,,20585,0.01773002014775017,
2022-04-30,AR_M_091,4625,94,,12999,0.020324324324324326,
2022-04-30,AR_M_098,12949,265,,35539,0.020464900764537802,
2022-04-28,AR_M_105,30041,787,,79354,0.026197530042275558,
2022-04-28,AR_M_112,2188,28,,5288,0.012797074954296161,
2022-04-29,AR_M_119,10510,174,,22572,0.016555661274976215,
2022-04-30,AR_M_126,5506,100,,15415,0.018162005085361425,
2022-04-30,AR_N,71760,932,,187512,0.012987736900780379,
2022-04-30,AR_N_007,2772,34,,6330,0.012265512265512266,
2022-04-29,AR_N_014,1810,36,,4132,0.019889502762430938,
2022-04-30,AR_N_021,1580,14,,4153,0.008860759493670886,
2022-04-30,AR_N_028,33843,322,,90018,0.009514522944183436,
2022-04-30,AR_N_035,437,4,,915,0.009153318077803204,
2022-04-29,AR_N_042,6834,103,,18678,0.015071700321919812,
2022-04-29,AR_N_049,1386,20,,3274,0.01443001443001443,
2022-04-29,AR_N_056,2839,50,,5125,0.017611835153222965,
2022-04-30,AR_N_063,3735,91,,13796,0.02436412315930388,
2022-04-30,AR_N_070,2200,15,,4994,0.006818181818181818,
2022-04-30,AR_N_077,2173,27,,5640,0.012425218591808559,
2022-04-30,AR_N_084,2661,28,,5766,0.010522360015031942,
2022-04-30,AR_N_091,5407,108,,14270,0.019974107638246717,
2022-04-30,AR_N_098,2054,38,,5594,0.018500486854917234,
2022-04-26,AR_N_105,627,10,,1554,0.01594896331738437,
2022-04-27,AR_N_112,734,21,,1575,0.02861035422343324,
2022-04-29,AR_N_119,633,11,,1469,0.017377567140600316,
2022-04-30,AR_P,113916,1297,,782201,0.011385582358931142,
2022-04-30,AR_P_007,1897,36,,10844,0.018977332630469163,
2022-04-30,AR_P_014,63332,654,,418116,0.010326533190172425,
2022-04-30,AR_P_021,4211,27,,36813,0.006411778674899074,
2022-04-30,AR_P_028,1618,37,,17533,0.022867737948084055,
2022-04-30,AR_P_035,13278,145,,92811,0.010920319325199579,
2022-04-30,AR_P_042,3563,31,,12630,0.008700533258490037,
2022-04-30,AR_P_049,12618,230,,100309,0.018227928356316373,
2022-04-30,AR_P_056,11886,112,,83666,0.009422850412249705,
2022-04-28,AR_P_063,1387,24,,8711,0.017303532804614274,
2022-04-30,AR_Q,168195,2567,,293393,0.015262047028746395,
2022-04-29,AR_Q_007,2511,39,,4365,0.015531660692951015,
2022-04-30,AR_Q_014,3136,49,,5762,0.015625,
2022-04-08,AR_Q_021,350,3,,453,0.008571428571428572,
2022-04-29,AR_Q_028,1196,23,,1822,0.019230769230769232,
2022-04-30,AR_Q_035,111307,1742,,195896,0.01565040833011401,
2022-04-29,AR_Q_042,4545,30,,6807,0.006600660066006601,
2022-04-29,AR_Q_049,4281,56,,7629,0.013081055828077552,
2022-04-30,AR_Q_056,11377,107,,23641,0.009404939790806012,
2022-04-26,AR_Q_063,1360,31,,2234,0.022794117647058822,
2022-04-30,AR_Q_070,5306,54,,8915,0.010177157934413872,
2022-04-29,AR_Q_077,2735,15,,3781,0.005484460694698354,
2022-04-28,AR_Q_084,1339,10,,1649,0.0074682598954443615,
2022-04-28,AR_Q_091,6244,92,,9797,0.014734144778987828,
2022-04-15,AR_Q_098,903,23,,1605,0.02547065337763012,
2022-04-28,AR_Q_105,2149,49,,3071,0.02280130293159609,
2022-04-29,AR_Q_112,9288,242,,15576,0.026055124892334195,
2022-04-30,AR_R,146066,2613,,324978,0.017889173387372833,
2022-04-30,AR_R_007,13302,229,,35817,0.01721545632235754,
2022-04-30,AR_R_014,7814,139,,14945,0.01778858459175838,
2022-04-30,AR_R_021,41582,568,,100745,0.01365975662546294,
2022-04-20,AR_R_028,1164,34,,2427,0.029209621993127148,
2022-04-25,AR_R_035,627,10,,890,0.01594896331738437,
2022-04-30,AR_R_042,64404,1287,,134531,0.019983230855226384,
2022-04-10,AR_R_049,510,3,,977,0.0058823529411764705,
2022-04-28,AR_R_063,3242,34,,7229,0.010487353485502776,
2022-04-28,AR_R_070,2032,49,,4128,0.024114173228346455,
2022-04-30,AR_R_077,7154,141,,15567,0.019709253564439474,
2022-03-30,AR_R_084,754,21,,892,0.027851458885941646,
2022-04-25,AR_R_091,3246,92,,6344,0.028342575477510783,
2022-04-30,AR_S,737737,9388,,1673202,0.012725402141955737,
2022-04-26,AR_S_007,7348,54,,17826,0.007348938486663037,
2022-04-29,AR_S_014,16678,261,,32194,0.01564935843626334,
2022-04-30,AR_S_021,42721,539,,93885,0.01261674586269048,
2022-04-29,AR_S_028,18635,199,,37327,0.010678830158304266,
2022-04-29,AR_S_035,3215,34,,7437,0.010575427682737169,
2022-04-29,AR_S_042,37339,563,,81003,0.01507806850745869,
2022-04-29,AR_S_049,25106,384,,56842,0.015295148570062932,
2022-04-29,AR_S_056,12125,62,,23562,0.00511340206185567,
2022-04-30,AR_S_063,123483,1262,,278149,0.010220030287569948,
2022-04-29,AR_S_070,25193,297,,49456,0.011788989004882308,
2022-04-30,AR_S_077,5926,94,,14807,0.015862301721228485,
2022-04-30,AR_S_084,326984,4656,,782023,0.014239228830768478,
2022-04-29,AR_S_091,13603,188,,29672,0.013820480776299346,
2022-04-29,AR_S_098,3225,50,,7574,0.015503875968992248,
2022-04-29,AR_S_105,15045,182,,29347,0.012097042206713194,
2022-04-29,AR_S_112,6210,62,,13923,0.00998389694041868,
2022-04-30,AR_S_119,34718,253,,77138,0.007287286133993894,
2022-04-29,AR_S_126,14987,173,,27818,0.011543337559217989,
2022-04-29,AR_S_133,5190,75,,13107,0.014450867052023121,
2022-04-30,AR_T,337074,3634,,1091541,0.010781015444679803,
2022-04-29,AR_T_007,7567,107,,23391,0.014140346240253733,
2022-04-30,AR_T_014,40645,486,,128678,0.01195719030631074,
2022-04-30,AR_T_021,14038,167,,47767,0.01189628152158427,
2022-04-28,AR_T_028,6634,63,,21550,0.009496533011757612,
2022-04-26,AR_T_035,2401,15,,7408,0.006247396917950854,
2022-04-29,AR_T_042,5572,46,,16307,0.008255563531945441,
2022-04-30,AR_T_049,2609,24,,8513,0.009198926791874281,
2022-04-29,AR_T_056,12217,124,,36028,0.01014979127445363,
2022-04-29,AR_T_063,14000,137,,43490,0.009785714285714286,
2022-04-30,AR_T_070,10891,96,,36515,0.008814617574143788,
2022-04-30,AR_T_077,10468,119,,32819,0.011367978601452043,
2022-04-30,AR_T_084,136948,1662,,447014,0.012135993223705349,
2022-04-30,AR_T_091,5242,48,,15961,0.009156810377718427,
2022-04-29,AR_T_098,4422,48,,13491,0.010854816824966078,
2022-04-29,AR_T_105,34539,273,,107601,0.007904108399200903,
2022-04-27,AR_T_112,3665,39,,12031,0.010641200545702592,
2022-04-30,AR_T_119,24303,177,,87750,0.007283051475126528,
2022-04-30,AR_U,118036,1657,,255979,0.014038090074214646,
2022-04-29,AR_U_007,22203,241,,44805,0.010854389046525244,
2022-04-29,AR_U_014,4215,54,,6996,0.012811387900355872,
2022-04-30,AR_U_021,44025,698,,107001,0.015854628052243042,
2022-04-25,AR_U_028,224,6,,384,0.026785714285714284,
2022-04-30,AR_U_035,10332,119,,24428,0.011517615176151762,
2022-04-27,AR_U_042,2114,30,,4245,0.014191106906338695,
2022-04-25,AR_U_070,167,7,,300,0.041916167664670656,
2022-04-30,AR_U_077,28661,401,,58673,0.013991137783050138,
2022-04-22,AR_U_084,995,14,,2138,0.01407035175879397,
2022-04-28,AR_U_091,3152,41,,4395,0.01300761421319797,
2022-04-11,AR_U_098,1075,27,,1303,0.025116279069767444,
2022-04-01,AR_U_105,210,4,,255,0.01904761904761905,
2022-04-30,AR_V,46660,564,,101041,0.012087441063009002,
2022-04-29,AR_V_007,26285,333,,57134,0.012668822522351152,
2022-04-30,AR_V_014,19604,223,,41921,0.011375229544990819,
2022-04-04,AR_V_028,55,0,,154,0.0,
2022-04-30,AR_W,131742,1728,,476047,0.01311654597622626,
2022-04-28,AR_W_007,2147,68,,5848,0.031672100605496044,
2022-03-22,AR_W_014,226,3,,823,0.01327433628318584,
2022-04-30,AR_W_021,68768,793,,262439,0.011531526291298277,
2022-04-26,AR_W_028,2079,21,,7360,0.010101010101010102,
2022-04-28,AR_W_035,3398,60,,8904,0.017657445556209534,
2022-04-28,AR_W_042,935,19,,3959,0.020320855614973262,
2022-04-28,AR_W_049,3656,29,,11565,0.007932166301969365,
2022-04-21,AR_W_056,196,4,,1593,0.02040816326530612,
2022-04-21,AR_W_063,1499,32,,5294,0.02134756504336224,
2022-04-29,AR_W_070,11971,169,,38621,0.014117450505388022,
2022-04-29,AR_W_077,994,12,,4159,0.012072434607645875,
2022-04-28,AR_W_084,2944,48,,11544,0.016304347826086956,
2022-04-29,AR_W_091,2473,49,,7578,0.01981399110392236,
2022-04-28,AR_W_098,755,9,,2007,0.011920529801324504,
2022-04-28,AR_W_105,5228,65,,19058,0.012433052792654935,
2022-04-29,AR_W_112,4475,40,,12011,0.008938547486033519,
2022-04-26,AR_W_119,4887,78,,16780,0.01596071209330878,
2022-04-28,AR_W_126,1178,35,,4394,0.029711375212224108,
2022-04-29,AR_W_133,3127,49,,12091,0.01566997121842021,
2022-04-29,AR_W_140,1838,20,,7264,0.01088139281828074,
2022-04-26,AR_W_147,880,8,,3511,0.00909090909090909,
2022-04-28,AR_W_154,790,11,,1936,0.013924050632911392,
2022-04-29,AR_W_161,1185,17,,3944,0.014345991561181435,
2022-04-29,AR_W_168,5363,76,,20475,0.014171172851016222,
2022-04-29,AR_W_175,527,10,,1810,0.018975332068311195,
2022-04-30,AR_X,966094,7842,,3026518,0.008117222547702398,
2022-04-30,AR_X_007,17400,112,,46768,0.006436781609195402,
2022-04-30,AR_X_014,432181,3346,,1474692,0.007742126562713308,
2022-04-30,AR_X_021,71528,441,,260749,0.006165417738507997,
2022-04-30,AR_X_028,16087,121,,25423,0.007521601292969479,
2022-04-29,AR_X_035,8769,64,,20613,0.007298437678184513,
2022-04-30,AR_X_042,42939,338,,112589,0.007871631849833485,
2022-04-28,AR_X_049,9075,52,,23055,0.005730027548209366,
2022-04-29,AR_X_056,11631,121,,32995,0.010403232740091136,
2022-04-30,AR_X_063,23580,224,,62368,0.009499575911789652,
2022-04-27,AR_X_070,1178,5,,3156,0.004244482173174873,
2022-04-30,AR_X_077,1205,8,,2644,0.006639004149377593,
2022-04-29,AR_X_084,9955,84,,21317,0.008437970868910096,
2022-04-30,AR_X_091,45111,359,,124312,0.0079581476801667,
2022-04-30,AR_X_098,56052,652,,179796,0.011632055948048241,
2022-04-30,AR_X_105,13788,97,,42892,0.007035102988105599,
2022-04-28,AR_X_112,3532,20,,9031,0.0056625141562853904,
2022-04-30,AR_X_119,28362,203,,96256,0.007157464212678937,
2022-04-29,AR_X_126,10388,70,,26607,0.006738544474393531,
2022-04-29,AR_X_133,13030,150,,29937,0.011511895625479662,
2022-04-30,AR_X_140,55657,562,,150485,0.010097561852058142,
2022-04-30,AR_X_147,29801,205,,100849,0.006878963793161303,
2022-04-27,AR_X_154,441,7,,2204,0.015873015873015872,
2022-04-30,AR_X_161,27813,271,,82298,0.009743645058066372,
2022-04-30,AR_X_168,3632,48,,14607,0.013215859030837005,
2022-04-29,AR_X_175,2998,15,,9261,0.005003335557038025,
2022-04-29,AR_X_182,27323,257,,61534,0.009405994949310105,
2022-04-30,AR_Y,105069,1689,,344387,0.01607515061530994,
2022-04-30,AR_Y_007,1105,33,,4136,0.02986425339366516,
2022-04-30,AR_Y_014,10257,258,,37524,0.025153553670663936,
2022-04-30,AR_Y_021,58225,675,,183845,0.011592958351223702,
2022-04-27,AR_Y_028,1861,50,,8585,0.026867275658248254,
2022-04-30,AR_Y_035,7274,195,,23559,0.02680780863348914,
2022-04-30,AR_Y_042,9068,146,,29607,0.016100573445081607,
2022-04-13,AR_Y_049,254,1,,767,0.003937007874015748,
2022-04-28,AR_Y_056,589,7,,1977,0.011884550084889643,
2022-04-30,AR_Y_063,8881,185,,29343,0.020830987501407498,
2022-04-30,AR_Y_070,1525,36,,5049,0.02360655737704918,
2022-04-28,AR_Y_077,139,4,,559,0.02877697841726619,
2022-04-30,AR_Y_084,983,3,,4618,0.003051881993896236,
2022-04-28,AR_Y_094,1932,35,,5579,0.018115942028985508,
2022-04-28,AR_Y_098,658,6,,1672,0.00911854103343465,
2022-04-28,AR_Y_105,104,2,,450,0.019230769230769232,
2022-04-27,AR_Y_112,2159,50,,6622,0.02315886984715146,
2022-01-10,AR_Y_126,3,0,,30,0.0,
2020-08-27,AR_Y_308,1,0,,2,0.0,
2022-01-10,AR_Y_408,0,0,,8,,
2022-04-30,AR_Z,87832,1090,,292763,0.01241005556061572,
2022-04-29,AR_Z_007,2945,18,,7079,0.006112054329371817,
2022-04-30,AR_Z_014,31479,390,,115507,0.01238921185552273,
2022-04-30,AR_Z_021,34473,545,,95188,0.01580947408116497,
2022-04-29,AR_Z_028,9476,70,,24214,0.007387083157450401,
2022-04-30,AR_Z_035,4205,33,,29578,0.007847800237812128,
2022-04-30,AR_Z_042,3239,24,,16706,0.007409694350108058,
2022-04-30,AR_Z_049,1867,7,,4057,0.003749330476700589,
2022-04-27,AS,5822,26,,,0.004465819306080384,
2022-05-02,AT,4192996,19719,4112091,183157777,0.004702842549814023,0.9807047275981183
2022-05-02,AT_1,126762,597,122239,5144173,0.004709613291049368,0.9643189599406762
2022-05-01,AT_1_101,6626,22,6422,,0.0033202535466344703,0.9692121943857531
2022-05-01,AT_1_102,848,2,809,,0.0023584905660377358,0.9540094339622641
2022-05-01,AT_1_103,18717,67,17881,,0.003579633488272693,0.9553347224448362
2022-05-01,AT_1_104,11152,93,10920,,0.008339311334289813,0.9791965566714491
2022-05-01,AT_1_105,7446,41,7312,,0.00550631211388665,0.9820037604082729
2022-05-01,AT_1_106,17103,82,16730,,0.004794480500496989,0.9781909606501783
2022-05-01,AT_1_107,25987,83,24741,,0.0031939046446300074,0.952052949551699
2022-05-01,AT_1_108,15638,63,14957,,0.0040286481647269475,0.9564522317431897
2022-05-01,AT_1_109,23245,144,22467,,0.006194880619488062,0.9665304366530436
2022-05-02,AT_2,242958,1612,238921,6542587,0.006634891627359462,0.9833839593674627
2022-05-01,AT_2_201,40763,270,40017,,0.006623653803694527,0.9816990898609033
2022-05-01,AT_2_202,25779,171,25408,,0.006633306179448388,0.9856084409790915
2022-05-01,AT_2_203,8123,60,7966,,0.00738643358365136,0.9806721654561122
2022-05-01,AT_2_204,25755,124,25340,,0.00481459910696952,0.9838866239565133
2022-05-01,AT_2_205,23482,162,23083,,0.006898901286091474,0.9830082616472191
2022-05-01,AT_2_206,34387,262,33891,,0.0076191584028848115,0.9855759443975921
2022-05-01,AT_2_207,28504,189,28066,,0.006630648330058939,0.9846337356160539
2022-05-01,AT_2_208,19610,116,19148,,0.0059153493115757265,0.9764405915349311
2022-05-01,AT_2_209,23176,176,22848,,0.0075940628236106315,0.9858474283741802
2022-05-01,AT_2_210,13379,82,13154,,0.0061290081470961955,0.9831825995963824
2022-05-02,AT_3,777454,3802,759988,37689625,0.0048903214852582914,0.9775343621616198
2022-05-01,AT_3_301,10409,72,10201,,0.006917090978960515,0.9800172927274474
2022-05-01,AT_3_302,25613,130,24999,,0.005075547573497833,0.9760277983836333
2022-05-01,AT_3_303,6024,37,5931,,0.006142098273572377,0.9845617529880478
2022-05-01,AT_3_304,21462,174,21054,,0.008107352530053118,0.9809896561364272
2022-05-01,AT_3_305,66626,297,65434,,0.0044577192087173175,0.982109086542791
2022-05-01,AT_3_306,65766,307,64105,,0.004668065565793875,0.9747437885837666
2022-05-01,AT_3_307,45862,214,44640,,0.004666172430334482,0.9733548471501461
2022-05-01,AT_3_308,43688,161,42695,,0.003685222486724043,0.9772706464017579
2022-05-01,AT_3_309,16285,145,15893,,0.008903899293828677,0.9759287688056494
2022-05-01,AT_3_310,20899,90,20431,,0.0043064261447916165,0.9776065840470836
2022-05-01,AT_3_311,13266,60,13042,,0.004522840343735866,0.9831147293833861
2022-05-01,AT_3_312,37425,134,36370,,0.0035804943219772878,0.9718102872411489
2022-05-01,AT_3_313,26597,96,26035,,0.003609429634921232,0.9788697973455653
2022-05-01,AT_3_314,13334,113,12979,,0.00847457627118644,0.9733763311834408
2022-05-01,AT_3_315,43086,258,42290,,0.005988023952095809,0.9815253214501231
2022-05-01,AT_3_316,30800,96,30026,,0.003116883116883117,0.9748701298701299
2022-05-01,AT_3_317,49178,253,47818,,0.005144576843303917,0.9723453576802635
2022-05-01,AT_3_318,39760,245,39015,,0.006161971830985915,0.9812625754527163
2022-05-01,AT_3_319,62407,285,60779,,0.004566795391542615,0.9739131828160302
2022-05-01,AT_3_320,23997,93,23656,,0.0038754844355544443,0.985789890402967
2022-05-01,AT_3_321,43947,200,42856,,0.004550936355155073,0.9751746421826291
2022-05-01,AT_3_322,11803,65,11571,,0.005507074472591714,0.9803439803439803
2022-05-01,AT_3_323,37414,193,36767,,0.005158496819372428,0.9827070080718447
2022-05-01,AT_3_325,21806,84,21401,,0.0038521507841878383,0.9814271301476658
2022-05-02,AT_4,753021,3286,741692,24104701,0.004363756123667202,0.9849552668517877
2022-05-01,AT_4_401,88888,424,87508,,0.004770047700477005,0.9844748447484475
2022-05-01,AT_4_402,16601,65,16284,,0.003915426781519186,0.9809047647732064
2022-05-01,AT_4_403,30088,154,29648,,0.005118319595852167,0.9853762297261367
2022-05-01,AT_4_404,58878,252,57942,,0.004280036686028737,0.9841027208804647
2022-05-01,AT_4_405,16474,73,16233,,0.004431224960543888,0.9853708874590263
2022-05-01,AT_4_406,35989,181,35545,,0.00502931451276779,0.9876628969963044
2022-05-01,AT_4_407,52027,225,51342,,0.004324677571261076,0.9868337593941607
2022-05-01,AT_4_408,34772,142,34333,,0.004083745542390429,0.9873748993443
2022-05-01,AT_4_409,28628,146,28151,,0.00509990219365656,0.983337990778259
2022-05-01,AT_4_410,71755,273,70602,,0.003804612918960351,0.9839314333495923
2022-05-01,AT_4_411,37324,145,36722,,0.003884899796377666,0.9838709677419355
2022-05-01,AT_4_412,33396,166,32889,,0.004970655168283627,0.9848185411426518
2022-05-01,AT_4_413,30003,156,29562,,0.0051994800519948,0.9853014698530147
2022-05-01,AT_4_414,30032,153,29683,,0.005094565796483751,0.9883790623335109
2022-05-01,AT_4_415,31045,144,30326,,0.004638428088258979,0.9768400708648736
2022-05-01,AT_4_416,43605,150,42949,,0.0034399724802201583,0.9849558536865038
2022-05-01,AT_4_417,74148,323,73014,,0.0043561525597453745,0.9847062631493769
2022-05-01,AT_4_418,39368,114,38959,,0.0028957528957528956,0.9896108514529567
2022-05-02,AT_5,296941,1139,293460,10534693,0.0038357788247496975,0.9882771324943339
2022-05-01,AT_5_501,73054,281,72056,,0.0038464697347167847,0.9863388726147782
2022-05-01,AT_5_502,35476,135,35064,,0.0038053895591385724,0.9883865148269253
2022-05-01,AT_5_503,87630,293,86462,,0.0033436037886568526,0.9866712313134771
2022-05-01,AT_5_504,45822,184,45485,,0.004015538387674043,0.9926454541486622
2022-05-01,AT_5_505,10760,64,10659,,0.005947955390334572,0.9906133828996283
2022-05-01,AT_5_506,44199,182,43734,,0.004117740220366976,0.989479399986425
